id,family,genus,taxon,trait,dstate,value,units,N
6071,Asteraceae,Blepharizonia,Blepharizonia plumosa ssp. plumosa,Low elevation,NA,0,m,1
6072,Asteraceae,Blepharizonia,Blepharizonia plumosa ssp. viscida,Low elevation,NA,0,m,1
6073,Liliaceae,Bloomeria,Bloomeria humilis,Low elevation,NA,0,m,1
6074,Urticaceae,Boehmeria,Boehmeria nivea,Low elevation,NA,0,m,1
6075,Nyctaginaceae,Boerhavia,Boerhavia coulteri,Low elevation,NA,0,m,1
6076,Nyctaginaceae,Boerhavia,Boerhavia intermedia,Low elevation,NA,0,m,1
6077,Nyctaginaceae,Boerhavia,Boerhavia triquetra,Low elevation,NA,0,m,1
6078,Nyctaginaceae,Boerhavia,Boerhavia wrightii,Low elevation,NA,0,m,1
6079,Saxifragaceae,Bolandra,Bolandra californica,Low elevation,NA,2000,m,1
6080,Boraginaceae,Borago,Borago officinalis,Low elevation,NA,0,m,1
6081,Orobanchaceae,Boschniakia,Boschniakia hookeri,Low elevation,NA,0,m,1
6082,Poaceae,Bothriochloa,Bothriochloa barbinodis,Low elevation,NA,0,m,1
6083,Poaceae,Bothriochloa,Bothriochloa ischaemum var. songarica,Low elevation,NA,1000,m,1
6084,Poaceae,Bothriochloa,Bothriochloa laguroides ssp. torreyana,Low elevation,NA,900,m,1
6085,Ophioglossaceae,Botrychium,Botrychium ascendens,Low elevation,NA,1500,m,1
6086,Ophioglossaceae,Botrychium,Botrychium crenulatum,Low elevation,NA,1500,m,1
6087,Ophioglossaceae,Botrychium,Botrychium lunaria,Low elevation,NA,3000,m,1
6088,Ophioglossaceae,Botrychium,Botrychium minganense,Low elevation,NA,1500,m,1
6089,Ophioglossaceae,Botrychium,Botrychium montanum,Low elevation,NA,1500,m,1
6090,Ophioglossaceae,Botrychium,Botrychium multifidum,Low elevation,NA,0,m,1
6091,Ophioglossaceae,Botrychium,Botrychium pinnatum,Low elevation,NA,2000,m,1
6092,Ophioglossaceae,Botrychium,Botrychium simplex,Low elevation,NA,2200,m,1
6093,Poaceae,Bouteloua,Bouteloua aristidoides var. aristidoides,Low elevation,NA,0,m,1
6094,Poaceae,Bouteloua,Bouteloua curtipendula,Low elevation,NA,0,m,1
6095,Poaceae,Bouteloua,Bouteloua eriopoda,Low elevation,NA,900,m,1
6096,Poaceae,Bouteloua,Bouteloua gracilis,Low elevation,NA,0,m,1
6097,Poaceae,Bouteloua,Bouteloua trifida,Low elevation,NA,700,m,1
6098,Apiaceae,Bowlesia,Bowlesia incana,Low elevation,NA,0,m,1
6099,Saxifragaceae,Boykinia,Boykinia major,Low elevation,NA,0,m,1
6100,Saxifragaceae,Boykinia,Boykinia rotundifolia,Low elevation,NA,0,m,1
6101,Poaceae,Brachypodium,Brachypodium distachyon,Low elevation,NA,0,m,1
6102,Poaceae,Brachypodium,Brachypodium pinnatum,Low elevation,NA,0,m,1
6103,Cucurbitaceae,Brandegea,Brandegea bigelovii,Low elevation,NA,0,m,1
6104,Cabombaceae,Brasenia,Brasenia schreberi,Low elevation,NA,0,m,1
6105,Brassicaceae,Brassica,Brassica juncea,Low elevation,NA,0,m,1
6106,Brassicaceae,Brassica,Brassica tournefortii,Low elevation,NA,0,m,1
6107,Asteraceae,Brickellia,Brickellia arguta,Low elevation,NA,0,m,1
6108,Asteraceae,Brickellia,Brickellia arguta var. arguta,Low elevation,NA,0,m,1
6109,Asteraceae,Brickellia,Brickellia atractyloides,Low elevation,NA,600,m,1
6110,Asteraceae,Brickellia,Brickellia californica,Low elevation,NA,0,m,1
6111,Asteraceae,Brickellia,Brickellia frutescens,Low elevation,NA,600,m,1
6112,Asteraceae,Brickellia,Brickellia grandiflora,Low elevation,NA,1500,m,1
6113,Asteraceae,Brickellia,Brickellia greenei,Low elevation,NA,900,m,1
6114,Asteraceae,Brickellia,Brickellia incana,Low elevation,NA,0,m,1
6115,Asteraceae,Brickellia,Brickellia knappiana,Low elevation,NA,800,m,1
6116,Asteraceae,Brickellia,Brickellia longifolia,Low elevation,NA,1000,m,1
6117,Asteraceae,Brickellia,Brickellia microphylla,Low elevation,NA,1000,m,1
6118,Asteraceae,Brickellia,Brickellia multiflora,Low elevation,NA,600,m,1
6119,Asteraceae,Brickellia,Brickellia nevinii,Low elevation,NA,300,m,1
6120,Asteraceae,Brickellia,Brickellia oblongifolia var. linifolia,Low elevation,NA,0,m,1
6121,Asteraceae,Brickellia,Brickellia watsonii,Low elevation,NA,1500,m,1
6122,Liliaceae,Brodiaea,Brodiaea californica var. californica,Low elevation,NA,0,m,1
6123,Liliaceae,Brodiaea,Brodiaea californica var. leptandra,Low elevation,NA,0,m,1
6124,Liliaceae,Brodiaea,Brodiaea coronaria ssp. coronaria,Low elevation,NA,0,m,1
6125,Liliaceae,Brodiaea,Brodiaea coronaria ssp. rosea,Low elevation,NA,0,m,1
6126,Liliaceae,Brodiaea,Brodiaea elegans ssp. elegans,Low elevation,NA,0,m,1
6127,Liliaceae,Brodiaea,Brodiaea elegans ssp. hooveri,Low elevation,NA,0,m,1
6128,Liliaceae,Brodiaea,Brodiaea filifolia,Low elevation,NA,0,m,1
6129,Liliaceae,Brodiaea,Brodiaea insignis,Low elevation,NA,200,m,1
6130,Liliaceae,Brodiaea,Brodiaea jolonensis,Low elevation,NA,0,m,1
6131,Liliaceae,Brodiaea,Brodiaea kinkiensis,Low elevation,NA,100,m,1
6132,Liliaceae,Brodiaea,Brodiaea minor,Low elevation,NA,0,m,1
6133,Liliaceae,Brodiaea,Brodiaea orcuttii,Low elevation,NA,0,m,1
6134,Liliaceae,Brodiaea,Brodiaea pallida,Low elevation,NA,300,m,1
6135,Liliaceae,Brodiaea,Brodiaea purdyi,Low elevation,NA,100,m,1
6136,Liliaceae,Brodiaea,Brodiaea terrestris,Low elevation,NA,0,m,1
6137,Liliaceae,Brodiaea,Brodiaea terrestris ssp. kernensis,Low elevation,NA,0,m,1
6138,Poaceae,Bromus,Bromus alopecuros,Low elevation,NA,0,m,1
6139,Poaceae,Bromus,Bromus anomalus,Low elevation,NA,3000,m,1
6140,Poaceae,Bromus,Bromus arizonicus,Low elevation,NA,0,m,1
6141,Poaceae,Bromus,Bromus ciliatus,Low elevation,NA,1100,m,1
6142,Poaceae,Bromus,Bromus grandis,Low elevation,NA,400,m,1
6143,Poaceae,Bromus,Bromus madritensis ssp. madritensis,Low elevation,NA,0,m,1
6144,Poaceae,Bromus,Bromus secalinus,Low elevation,NA,0,m,1
6145,Poaceae,Bromus,Bromus stamineus,Low elevation,NA,0,m,1
6146,Poaceae,Bromus,Bromus suksdorfii,Low elevation,NA,1200,m,1
6147,Poaceae,Bromus,Bromus trinii,Low elevation,NA,0,m,1
6148,Cucurbitaceae,Bryonia,Bryonia dioica,Low elevation,NA,0,m,1
6149,Buddlejaceae,Buddleja,Buddleja davidii,Low elevation,NA,0,m,1
6150,Buddlejaceae,Buddleja,Buddleja saligna,Low elevation,NA,200,m,1
6151,Buddlejaceae,Buddleja,Buddleja utahensis,Low elevation,NA,900,m,1
6152,Cyperaceae,Bulbostylis,Bulbostylis capillaris,Low elevation,NA,1000,m,1
6153,Apiaceae,Bupleurum,Bupleurum lancifolium,Low elevation,NA,0,m,1
6154,Asteraceae,Cacaliopsis,Cacaliopsis nardosmia,Low elevation,NA,200,m,1
6155,Fabaceae,Caesalpinia,Caesalpinia gilliesii,Low elevation,NA,0,m,1
6156,Fabaceae,Caesalpinia,Caesalpinia spinosa,Low elevation,NA,0,m,1
6157,Brassicaceae,Cakile,Cakile edentula,Low elevation,NA,0,m,1
6158,Poaceae,Calamagrostis,Calamagrostis breweri,Low elevation,NA,1300,m,1
6159,Poaceae,Calamagrostis,Calamagrostis canadensis,Low elevation,NA,1500,m,1
6160,Poaceae,Calamagrostis,Calamagrostis foliosa,Low elevation,NA,0,m,1
6161,Poaceae,Calamagrostis,Calamagrostis koelerioides,Low elevation,NA,0,m,1
6162,Poaceae,Calamagrostis,Calamagrostis nutkaensis,Low elevation,NA,0,m,1
6163,Poaceae,Calamagrostis,Calamagrostis purpurascens,Low elevation,NA,1300,m,1
6164,Poaceae,Calamagrostis,Calamagrostis rubescens,Low elevation,NA,0,m,1
6165,Poaceae,Calamagrostis,Calamagrostis stricta,Low elevation,NA,0,m,1
6166,Poaceae,Calamagrostis,Calamagrostis stricta ssp. stricta,Low elevation,NA,1500,m,1
6167,Portulacaceae,Calandrinia,Calandrinia breweri,Low elevation,NA,0,m,1
6168,Asteraceae,Calendula,Calendula arvensis,Low elevation,NA,0,m,1
6169,Callitrichaceae,Callitriche,Callitriche heterophylla,Low elevation,NA,0,m,1
6170,Callitrichaceae,Callitriche,Callitriche heterophylla var. bolanderi,Low elevation,NA,0,m,1
6171,Callitrichaceae,Callitriche,Callitriche heterophylla var. heterophylla,Low elevation,NA,0,m,1
6172,Callitrichaceae,Callitriche,Callitriche marginata,Low elevation,NA,1500,m,1
6173,Callitrichaceae,Callitriche,Callitriche stagnalis,Low elevation,NA,0,m,1
6174,Callitrichaceae,Callitriche,Callitriche trochlearis,Low elevation,NA,500,m,1
6175,Callitrichaceae,Callitriche,Callitriche verna,Low elevation,NA,0,m,1
6176,Cupressaceae,Calocedrus,Calocedrus decurrens,Low elevation,NA,300,m,1
6177,Liliaceae,Calochortus,Calochortus amabilis,Low elevation,NA,100,m,1
6178,Liliaceae,Calochortus,Calochortus amoenus,Low elevation,NA,500,m,1
6179,Liliaceae,Calochortus,Calochortus argillosus,Low elevation,NA,0,m,1
6180,Liliaceae,Calochortus,Calochortus bruneaunis,Low elevation,NA,1700,m,1
6181,Liliaceae,Calochortus,Calochortus clavatus ssp. clavatus,Low elevation,NA,0,m,1
6182,Liliaceae,Calochortus,Calochortus clavatus ssp. pallidus,Low elevation,NA,0,m,1
6183,Liliaceae,Calochortus,Calochortus clavatus ssp. recurvifolius,Low elevation,NA,0,m,1
6184,Liliaceae,Calochortus,Calochortus clavatus var. avius,Low elevation,NA,900,m,1
6185,Liliaceae,Calochortus,Calochortus clavatus var. gracilis,Low elevation,NA,0,m,1
6186,Liliaceae,Calochortus,Calochortus coeruleus,Low elevation,NA,600,m,1
6187,Liliaceae,Calochortus,Calochortus concolor,Low elevation,NA,600,m,1
6188,Liliaceae,Calochortus,Calochortus dunnii,Low elevation,NA,1500,m,1
6189,Liliaceae,Calochortus,Calochortus elegans,Low elevation,NA,1500,m,1
6190,Liliaceae,Calochortus,Calochortus excavatus,Low elevation,NA,1300,m,1
6191,Liliaceae,Calochortus,Calochortus flexuosus,Low elevation,NA,600,m,1
6192,Liliaceae,Calochortus,Calochortus greenei,Low elevation,NA,700,m,1
6193,Liliaceae,Calochortus,Calochortus invenustus,Low elevation,NA,1500,m,1
6194,Liliaceae,Calochortus,Calochortus kennedyi,Low elevation,NA,600,m,1
6195,Liliaceae,Calochortus,Calochortus kennedyi var. kennedyi,Low elevation,NA,600,m,1
6196,Liliaceae,Calochortus,Calochortus kennedyi var. munzii,Low elevation,NA,0,m,1
6197,Liliaceae,Calochortus,Calochortus leichtlinii,Low elevation,NA,1300,m,1
6198,Liliaceae,Calochortus,Calochortus longebarbatus var. longebarbatus,Low elevation,NA,1200,m,1
6199,Liliaceae,Calochortus,Calochortus macrocarpus,Low elevation,NA,1300,m,1
6200,Liliaceae,Calochortus,Calochortus minimus,Low elevation,NA,1200,m,1
6201,Liliaceae,Calochortus,Calochortus monanthus,Low elevation,NA,800,m,1
6202,Liliaceae,Calochortus,Calochortus palmeri,Low elevation,NA,1200,m,1
6203,Liliaceae,Calochortus,Calochortus palmeri var. munzii,Low elevation,NA,1200,m,1
6204,Liliaceae,Calochortus,Calochortus palmeri var. palmeri,Low elevation,NA,1200,m,1
6205,Liliaceae,Calochortus,Calochortus panamintensis,Low elevation,NA,2500,m,1
6206,Liliaceae,Calochortus,Calochortus persistens,Low elevation,NA,1000,m,1
6207,Liliaceae,Calochortus,Calochortus plummerae,Low elevation,NA,0,m,1
6208,Liliaceae,Calochortus,Calochortus raichei,Low elevation,NA,200,m,1
6209,Liliaceae,Calochortus,Calochortus simulans,Low elevation,NA,0,m,1
6210,Liliaceae,Calochortus,Calochortus striatus,Low elevation,NA,800,m,1
6211,Liliaceae,Calochortus,Calochortus tiburonensis,Low elevation,NA,0,m,1
6212,Liliaceae,Calochortus,Calochortus tolmiei,Low elevation,NA,0,m,1
6213,Liliaceae,Calochortus,Calochortus umbellatus,Low elevation,NA,100,m,1
6214,Liliaceae,Calochortus,Calochortus uniflorus,Low elevation,NA,0,m,1
6215,Liliaceae,Calochortus,Calochortus vestae,Low elevation,NA,500,m,1
6216,Liliaceae,Calochortus,Calochortus weedii var. intermedius,Low elevation,NA,0,m,1
6217,Liliaceae,Calochortus,Calochortus weedii var. vestus,Low elevation,NA,0,m,1
6218,Liliaceae,Calochortus,Calochortus weedii var. weedii,Low elevation,NA,0,m,1
6219,Liliaceae,Calochortus,Calochortus westonii,Low elevation,NA,1500,m,1
6220,Asteraceae,Calycadenia,Calycadenia fremontii,Low elevation,NA,100,m,1
6221,Asteraceae,Calycadenia,Calycadenia hooveri,Low elevation,NA,0,m,1
6222,Asteraceae,Calycadenia,Calycadenia mollis,Low elevation,NA,100,m,1
6223,Asteraceae,Calycadenia,Calycadenia spicata,Low elevation,NA,0,m,1
6224,Asteraceae,Calycadenia,Calycadenia villosa,Low elevation,NA,0,m,1
6225,Asteraceae,Calycoseris,Calycoseris parryi,Low elevation,NA,0,m,1
6226,Asteraceae,Calycoseris,Calycoseris wrightii,Low elevation,NA,100,m,1
6227,Portulacaceae,Calyptridium,Calyptridium monospermum,Low elevation,NA,600,m,1
6228,Portulacaceae,Calyptridium,Calyptridium parryi,Low elevation,NA,700,m,1
6229,Portulacaceae,Calyptridium,Calyptridium parryi var. hesseae,Low elevation,NA,700,m,1
6230,Portulacaceae,Calyptridium,Calyptridium parryi var. nevadense,Low elevation,NA,1500,m,1
6231,Portulacaceae,Calyptridium,Calyptridium parryi var. parryi,Low elevation,NA,1400,m,1
6232,Portulacaceae,Calyptridium,Calyptridium pulchellum,Low elevation,NA,400,m,1
6233,Portulacaceae,Calyptridium,Calyptridium pygmaeum,Low elevation,NA,2100,m,1
6234,Portulacaceae,Calyptridium,Calyptridium roseum,Low elevation,NA,1500,m,1
6235,Convolvulaceae,Calystegia,Calystegia atriplicifolia ssp. buttensis,Low elevation,NA,600,m,1
6236,Convolvulaceae,Calystegia,Calystegia collina,Low elevation,NA,0,m,1
6237,Convolvulaceae,Calystegia,Calystegia collina ssp. collina,Low elevation,NA,0,m,1
6238,Convolvulaceae,Calystegia,Calystegia collina ssp. oxyphylla,Low elevation,NA,0,m,1
6239,Convolvulaceae,Calystegia,Calystegia collina ssp. tridactylosa,Low elevation,NA,0,m,1
6240,Convolvulaceae,Calystegia,Calystegia collina ssp. venusta,Low elevation,NA,0,m,1
6241,Convolvulaceae,Calystegia,Calystegia longipes,Low elevation,NA,600,m,1
6242,Convolvulaceae,Calystegia,Calystegia macrostegia ssp. amplissima,Low elevation,NA,0,m,1
6243,Convolvulaceae,Calystegia,Calystegia macrostegia ssp. arida,Low elevation,NA,0,m,1
6244,Convolvulaceae,Calystegia,Calystegia macrostegia ssp. cyclostegia,Low elevation,NA,0,m,1
6245,Convolvulaceae,Calystegia,Calystegia macrostegia ssp. intermedia,Low elevation,NA,0,m,1
6246,Convolvulaceae,Calystegia,Calystegia macrostegia ssp. macrostegia,Low elevation,NA,0,m,1
6247,Convolvulaceae,Calystegia,Calystegia macrostegia ssp. tenuifolia,Low elevation,NA,0,m,1
6248,Convolvulaceae,Calystegia,Calystegia malacophylla,Low elevation,NA,300,m,1
6249,Convolvulaceae,Calystegia,Calystegia malacophylla ssp. malacophylla,Low elevation,NA,1000,m,1
6250,Convolvulaceae,Calystegia,Calystegia malacophylla ssp. pedicellata,Low elevation,NA,300,m,1
6251,Convolvulaceae,Calystegia,Calystegia occidentalis ssp. fulcrata,Low elevation,NA,300,m,1
6252,Convolvulaceae,Calystegia,Calystegia peirsonii,Low elevation,NA,1000,m,1
6253,Convolvulaceae,Calystegia,Calystegia sepium ssp. binghamiae,Low elevation,NA,0,m,1
6254,Convolvulaceae,Calystegia,Calystegia sepium ssp. limnophila,Low elevation,NA,0,m,1
6255,Convolvulaceae,Calystegia,Calystegia stebbinsii,Low elevation,NA,200,m,1
6256,Convolvulaceae,Calystegia,Calystegia subacaulis,Low elevation,NA,0,m,1
6257,Convolvulaceae,Calystegia,Calystegia subacaulis ssp. episcopalis,Low elevation,NA,0,m,1
6258,Convolvulaceae,Calystegia,Calystegia subacaulis ssp. subacaulis,Low elevation,NA,0,m,1
6259,Liliaceae,Camassia,Camassia quamash,Low elevation,NA,0,m,1
6260,Liliaceae,Camassia,Camassia quamash ssp. breviflora,Low elevation,NA,1500,m,1
6261,Liliaceae,Camassia,Camassia quamash ssp. quamash,Low elevation,NA,0,m,1
6262,Onagraceae,Camissonia,Camissonia andina,Low elevation,NA,500,m,1
6263,Onagraceae,Camissonia,Camissonia arenaria,Low elevation,NA,0,m,1
6264,Onagraceae,Camissonia,Camissonia benitensis,Low elevation,NA,600,m,1
6265,Onagraceae,Camissonia,Camissonia boothii,Low elevation,NA,0,m,1
6266,Onagraceae,Camissonia,Camissonia boothii ssp. alyssoides,Low elevation,NA,600,m,1
6267,Onagraceae,Camissonia,Camissonia boothii ssp. boothii,Low elevation,NA,900,m,1
6268,Onagraceae,Camissonia,Camissonia boothii ssp. condensata,Low elevation,NA,0,m,1
6269,Onagraceae,Camissonia,Camissonia boothii ssp. decorticans,Low elevation,NA,0,m,1
6270,Onagraceae,Camissonia,Camissonia boothii ssp. desertorum,Low elevation,NA,400,m,1
6271,Onagraceae,Camissonia,Camissonia boothii ssp. intermedia,Low elevation,NA,1500,m,1
6272,Onagraceae,Camissonia,Camissonia brevipes,Low elevation,NA,0,m,1
6273,Onagraceae,Camissonia,Camissonia brevipes ssp. arizonica,Low elevation,NA,0,m,1
6274,Onagraceae,Camissonia,Camissonia brevipes ssp. brevipes,Low elevation,NA,0,m,1
6275,Onagraceae,Camissonia,Camissonia brevipes ssp. pallidula,Low elevation,NA,0,m,1
6276,Onagraceae,Camissonia,Camissonia campestris,Low elevation,NA,0,m,1
6277,Onagraceae,Camissonia,Camissonia campestris ssp. campestris,Low elevation,NA,0,m,1
6278,Onagraceae,Camissonia,Camissonia campestris ssp. obispoensis,Low elevation,NA,100,m,1
6279,Onagraceae,Camissonia,Camissonia cardiophylla,Low elevation,NA,0,m,1
6280,Onagraceae,Camissonia,Camissonia cardiophylla ssp. cardiophylla,Low elevation,NA,0,m,1
6281,Onagraceae,Camissonia,Camissonia cardiophylla ssp. robusta,Low elevation,NA,600,m,1
6282,Onagraceae,Camissonia,Camissonia chamaenerioides,Low elevation,NA,0,m,1
6283,Onagraceae,Camissonia,Camissonia cheiranthifolia ssp. cheiranthifolia,Low elevation,NA,0,m,1
6284,Onagraceae,Camissonia,Camissonia claviformis ssp. claviformis,Low elevation,NA,800,m,1
6285,Onagraceae,Camissonia,Camissonia claviformis ssp. funerea,Low elevation,NA,0,m,1
6286,Onagraceae,Camissonia,Camissonia claviformis ssp. integrior,Low elevation,NA,1200,m,1
6287,Onagraceae,Camissonia,Camissonia claviformis ssp. lancifolia,Low elevation,NA,1200,m,1
6288,Onagraceae,Camissonia,Camissonia claviformis ssp. peirsonii,Low elevation,NA,0,m,1
6289,Onagraceae,Camissonia,Camissonia claviformis ssp. yumae,Low elevation,NA,0,m,1
6290,Onagraceae,Camissonia,Camissonia confusa,Low elevation,NA,300,m,1
6291,Onagraceae,Camissonia,Camissonia graciliflora,Low elevation,NA,0,m,1
6292,Onagraceae,Camissonia,Camissonia guadalupensis ssp. clementina,Low elevation,NA,0,m,1
6293,Onagraceae,Camissonia,Camissonia hardhamiae,Low elevation,NA,200,m,1
6294,Onagraceae,Camissonia,Camissonia heterochroma,Low elevation,NA,600,m,1
6295,Onagraceae,Camissonia,Camissonia hirtella,Low elevation,NA,0,m,1
6296,Onagraceae,Camissonia,Camissonia ignota,Low elevation,NA,100,m,1
6297,Onagraceae,Camissonia,Camissonia integrifolia,Low elevation,NA,700,m,1
6298,Onagraceae,Camissonia,Camissonia intermedia,Low elevation,NA,300,m,1
6299,Onagraceae,Camissonia,Camissonia kernensis,Low elevation,NA,700,m,1
6300,Onagraceae,Camissonia,Camissonia kernensis ssp. gilmanii,Low elevation,NA,700,m,1
6301,Onagraceae,Camissonia,Camissonia kernensis ssp. kernensis,Low elevation,NA,800,m,1
6302,Onagraceae,Camissonia,Camissonia lacustris,Low elevation,NA,200,m,1
6303,Onagraceae,Camissonia,Camissonia lewisii,Low elevation,NA,0,m,1
6304,Onagraceae,Camissonia,Camissonia luciae,Low elevation,NA,300,m,1
6305,Onagraceae,Camissonia,Camissonia minor,Low elevation,NA,1200,m,1
6306,Onagraceae,Camissonia,Camissonia munzii,Low elevation,NA,600,m,1
6307,Onagraceae,Camissonia,Camissonia pallida,Low elevation,NA,0,m,1
6308,Onagraceae,Camissonia,Camissonia pallida ssp. hallii,Low elevation,NA,0,m,1
6309,Onagraceae,Camissonia,Camissonia pallida ssp. pallida,Low elevation,NA,0,m,1
6310,Onagraceae,Camissonia,Camissonia parvula,Low elevation,NA,1000,m,1
6311,Onagraceae,Camissonia,Camissonia pterosperma,Low elevation,NA,1400,m,1
6312,Onagraceae,Camissonia,Camissonia pubens,Low elevation,NA,1000,m,1
6313,Onagraceae,Camissonia,Camissonia pusilla,Low elevation,NA,700,m,1
6314,Onagraceae,Camissonia,Camissonia refracta,Low elevation,NA,0,m,1
6315,Onagraceae,Camissonia,Camissonia robusta,Low elevation,NA,0,m,1
6316,Onagraceae,Camissonia,Camissonia sierrae,Low elevation,NA,500,m,1
6317,Onagraceae,Camissonia,Camissonia sierrae ssp. alticola,Low elevation,NA,2000,m,1
6318,Onagraceae,Camissonia,Camissonia sierrae ssp. sierrae,Low elevation,NA,500,m,1
6319,Onagraceae,Camissonia,Camissonia strigulosa,Low elevation,NA,0,m,1
6320,Onagraceae,Camissonia,Camissonia subacaulis,Low elevation,NA,400,m,1
6321,Onagraceae,Camissonia,Camissonia tanacetifolia ssp. quadriperforata,Low elevation,NA,1300,m,1
6322,Onagraceae,Camissonia,Camissonia tanacetifolia ssp. tanacetifolia,Low elevation,NA,700,m,1
6323,Campanulaceae,Campanula,Campanula angustiflora,Low elevation,NA,0,m,1
6324,Campanulaceae,Campanula,Campanula exigua,Low elevation,NA,300,m,1
6325,Campanulaceae,Campanula,Campanula griffinii,Low elevation,NA,0,m,1
6326,Campanulaceae,Campanula,Campanula scabrella,Low elevation,NA,2400,m,1
6327,Campanulaceae,Campanula,Campanula sharsmithiae,Low elevation,NA,400,m,1
6328,Campanulaceae,Campanula,Campanula shetleri,Low elevation,NA,1300,m,1
6329,Campanulaceae,Campanula,Campanula wilkinsiana,Low elevation,NA,1800,m,1
6330,Papaveraceae,Canbya,Canbya candida,Low elevation,NA,600,m,1
6331,Cannabaceae,Cannabis,Cannabis sativa,Low elevation,NA,0,m,1
6332,Fabaceae,Caragana,Caragana arborescens,Low elevation,NA,1200,m,1
6333,Brassicaceae,Cardamine,Cardamine angulata,Low elevation,NA,0,m,1
6334,Brassicaceae,Cardamine,Cardamine breweri,Low elevation,NA,0,m,1
6335,Brassicaceae,Cardamine,Cardamine breweri var. breweri,Low elevation,NA,1200,m,1
6336,Brassicaceae,Cardamine,Cardamine breweri var. orbicularis,Low elevation,NA,0,m,1
6337,Brassicaceae,Cardamine,Cardamine californica var. californica,Low elevation,NA,0,m,1
6338,Brassicaceae,Cardamine,Cardamine californica var. cardiophylla,Low elevation,NA,0,m,1
6339,Brassicaceae,Cardamine,Cardamine californica var. cuneata,Low elevation,NA,0,m,1
6340,Brassicaceae,Cardamine,Cardamine californica var. integrifolia,Low elevation,NA,0,m,1
6341,Brassicaceae,Cardamine,Cardamine californica var. sinuata,Low elevation,NA,0,m,1
6342,Brassicaceae,Cardamine,Cardamine cordifolia var. lyallii,Low elevation,NA,1500,m,1
6343,Brassicaceae,Cardamine,Cardamine hirsuta,Low elevation,NA,600,m,1
6344,Brassicaceae,Cardamine,Cardamine nuttallii,Low elevation,NA,0,m,1
6345,Brassicaceae,Cardamine,Cardamine nuttallii var. covilleana,Low elevation,NA,1200,m,1
6346,Brassicaceae,Cardamine,Cardamine nuttallii var. dissecta,Low elevation,NA,0,m,1
